name,split,category,sub-category,Oneshot-Multi,freesound-id,url,username,original-tags,description
04498.wav,train,Footstep,Walk,Multi-shot,201031,https://freesound.org/people/Dr.%20Macak/sounds/201031/,Dr. Macak,"footstep, ground, sidewalk, solid, stairs, walk",Footsteps on sidewalk or stairway
04499.wav,train,Footstep,Walk,Multi-shot,148466,https://freesound.org/people/conleec/sounds/148466/,conleec,"boots, carpet, creak, floorboard, foley, footstep, rug, shoes, squeak, step, walk","I recorded myself walking around the outer waiting area at my office. There are some very nice floorboard squeaks in here. Unfortunately, the environment isn't as quiet as I'd like; you can discern some traffic noise coming from outside the office building. Attribution isn't necessary, but I'd love to hear anything you use it in. Recorded with: Sanken CS-1e, Fostex FR2Le"
04500.wav,train,Liquid,Pour,Multi-shot,499556,https://freesound.org/people/16fhajkovad/sounds/499556/,16fhajkovad,"kettle, pouringwater",pouring water
04501.wav,train,Metal,Lock,Multi-shot,458400,https://freesound.org/people/Breviceps/sounds/458400/,Breviceps,"close, closing, door, key, lock, locking, shut, unlock",Locking a door with a key. Recorded with a Zoom H2n.
04502.wav,train,Footstep,Walk,Multi-shot,342543,https://freesound.org/people/sgrowe/sounds/342543/,sgrowe,"barefoot, boards, feet, floor, floorboards, foot, footstep, hardwood, stair, stairs, stepping, step, walk, wood, wooden","Recorded on a Tascam DR-100 using a Rode NTG2 shotgun mic. I used my leather wallet and hit it against a wooden table. This sound effect could be useful for walking, knocking, or thumping."
04503.wav,train,Material-Interaction,ZipperZip,Multi-shot,391502,https://freesound.org/people/nathaliacv/sounds/391502/,nathaliacv,"close, clothe, cloth, open, per, rasgar, roupa, tear, zipper",Field
04504.wav,train,Human,Cough,Multi-shot,676991,https://freesound.org/people/ipe369/sounds/676991/,ipe369,"buzz, choke, cough",coughing
04505.wav,train,Footstep,Walk,Multi-shot,376944,https://freesound.org/people/Mystikuum/sounds/376944/,Mystikuum,"footstep, gravel, step, walk","Recorded at the Funkhaus Studio, Berlin."
04506.wav,train,Liquid,Pour,Multi-shot,788284,https://freesound.org/people/aspenholden/sounds/788284/,aspenholden,"liquid, pour, water",water poured into a plastic cup
04507.wav,train,Open/Close-Mechanism,DoorOpenClose,Multi-shot,448859,https://freesound.org/people/ThyNguyen92/sounds/448859/,ThyNguyen92,"close, door, open",MUS152 Open and close door_1 Thy Nguyen
04508.wav,train,Break/Drop,BoneBreak,One-shot,218220,https://freesound.org/people/Reitanna/sounds/218220/,Reitanna,"bone, break, breaking, crack, knuckles, neck, snap","I personally use these for gorey sounds like bones breaking. but ya know, whatever floats your zeppelin."
04509.wav,train,Human,Sneeze,One-shot,595731,https://freesound.org/people/myfreesoundaccount1998/sounds/595731/,myfreesoundaccount1998,"human, male, organic, sneeze",Organic Male Sneeze Adult
04510.wav,train,Human,Fart,One-shot,732057,https://freesound.org/people/Blubberfreak/sounds/732931/,Blubberfreak,"fart, farts, furz",This is a Fart. My farts are basically real.
04511.wav,train,Clothing,ClothRubbing,Multi-shot,679984,https://freesound.org/people/imnotdubMass/sounds/679984/,imnotdubMass,"cloth, flag, flap, waving",Some bandanas being waved around.
04512.wav,train,Footstep,Run,Multi-shot,170501,https://freesound.org/people/SpliceSound/sounds/170501/,SpliceSound,"fast, footstep, kitchen, linoleum, male, run, running, shoe, shoes, sneakers, tennis, tile","Tennis shoes on tile, running"
04513.wav,train,Material-Interaction,TapePeel,One-shot,590312,https://freesound.org/people/MrFossy/sounds/590312/,MrFossy,"adhesive, fabric, glue, glued, pull, pulling, ripping, satin, sheet, silk, silky, soft, stick, sticker, sticky, stuck, swish, swishing, swishy, tear, tearing","One of a series of foley recordings I made by sticking a piece of contact (sticky plastic of the kind you use to cover books) to a wall and tearing various household objects off it. The idea was to make a fairly comprehensive collection of rips and tears with varying timbral qualities that I could use to design UI sounds effects. Recorded with a Rode NT1 into a Universal Audio Arrow. This sound comes from a sheet of soft, silky fabric."
04514.wav,train,Footstep,Run,Multi-shot,575317,https://freesound.org/people/taure/sounds/575317/,taure,"feet, foot, footstep, grass, leaves, run, running, step",Running through dry grass and leaves
04515.wav,train,Footstep,Walk,Multi-shot,414921,https://freesound.org/people/straget/sounds/414921/,straget,"feet, foot, footstep, forest, grass, gravel, step, walk",walks on the gravel road and stops next to the road. Recorded by Zoom 4 F and Sennheiser MKE 600
04516.wav,train,Footstep,Walk,Multi-shot,489692,https://freesound.org/people/cabled_mess/sounds/489692/,cabled_mess,"footstep, snow",Recorded using a Sennheiser ME66 and a Zoom H6 recorder. Cutting and some denoising in iZotope RX7. Recorded as part of my "One sound per day 2018"-project. <a href="https://youtu.be/f7CH6mn5IOo" rel="nofollow">https://youtu.be/f7CH6mn5IOo</a>
04517.wav,train,Click,KeyboardTyping,Multi-shot,543846,https://freesound.org/people/vero.marengere/sounds/543846/,vero.marengere,"chatting, fingers, it, keyboard, programming, typing",Typing on Mac keyboard ZoomH1 2015
04518.wav,train,Footstep,Walk,Multi-shot,249921,https://freesound.org/people/launemax/sounds/249921/,launemax,"comfortable, footstep, gravel, slow, step, stones, walk",footsteps on a stony gravel surface. walking comfortable
04519.wav,train,Footstep,SingleStep,One-shot,166509,https://freesound.org/people/Yoyodaman234/sounds/166509/,Yoyodaman234,"concrete, foot, footstep, step",A recording of a concrete footstep.  Recorded with a stereo Zoom H1 Handy Recorder.
04520.wav,train,Human,EatDrink,Multi-shot,546322,https://freesound.org/people/micahlg/sounds/546322/,micahlg,"bite, chew, chewing, chomp, crunch, crunching, eat, eating, food, mouth, munch, munching, pizza, teeth",Me eating pizza. 100% free
04521.wav,train,Footstep,Walk,Multi-shot,546827,https://freesound.org/people/Kinoton/sounds/546827/,Kinoton,"concrete, foley, footstep, walk","Foley Footsteps Male, Leather Sole On Gritty Concrete, Walk, Slow, Fast; Recorder: MixPre-6; Microphone: ME64, cardioid"
04522.wav,train,Footstep,Run,Multi-shot,496244,https://freesound.org/people/tosha73/sounds/496244/,tosha73,"crackling, creaking, crunching, footstep, ice, snow",Real footsteps in the deep snow
04523.wav,train,Footstep,Walk,Multi-shot,705509,https://freesound.org/people/felix.blume/sounds/705509/,felix.blume,"california, country, dance, dancing, desert, dismatch, footstep, gravel, match, music, people, sand, sneakers, step, usa","Country dancing footsteps on sand in the desert, 3 people match and dismatch their steps Sound recorded by a MS setup Schoeps CCM41+CCM8 Sound Devices 788T recorder with CL8 Sound reference: KT_121019T004 Recorded in October 2012 in California, USA"
04524.wav,train,Footstep,Walk,Multi-shot,682874,https://freesound.org/people/drewsimko/sounds/682874/,drewsimko,"fast, footstep, hardwood, shoes, walk",Fast footsteps of person wearing boots against hardwood floor
04525.wav,train,Footstep,SingleStep,One-shot,571941,https://freesound.org/s/571941/,Joao_Janz,"boots, dirt, effect, foley, footstep, footsteps, grass, ground, leather, microphone, paper, path, pathway, rode, rubber, run, running, shoes, sound, stroll, strolling, studio, styrofoam, tape, walk, walking","Recorded with Rode NTG4+ Microphone., , Processed with EQ and Denoiser."
04526.wav,train,Click,SwitchToggle,Multi-shot,383840,https://freesound.org/people/deleted_user_7146007/sounds/383840/,deleted_user_7146007,"light, old, switch",Old Light Switch 2
04527.wav,train,Open/Close-Mechanism,WindowOpenClose,Multi-shot,582425,https://freesound.org/people/Dave_Gibson/sounds/582425/,Dave_Gibson,"close, slide, window",The sound of a metal window sliding closed.
04528.wav,train,Footstep,Walk,Multi-shot,352870,https://freesound.org/people/PotatokingXII/sounds/352870/,PotatokingXII,"crunch, dirt, foley, footstep, gravel, walk",Footsteps walking on dirt/gravel. First addition to my Footsteps pack. Recorded with Zoom H6 recorder and Rode NTG-2 Shotgun Microphone. Cleaned with Reaper. Feel free to leave a link to the project that you used this sound in. Would love to see and hear how you used the sound. :)
04529.wav,train,Footstep,Walk,Multi-shot,705746,https://freesound.org/people/felix.blume/sounds/705746/,felix.blume,"california, footstep, gravel, house, hum, pathway, road, sand, sneakers, step, todossantos, walk",Close recording of footsteps wearing sneakers walking on sand gravel pathway near a house in Todos Santos with road hum Sound recorded by a MS setup Schoeps CCM41+CCM8 Sound Devices 744T recorder Sound reference: KT_111117T007 Recorded in November 2011
04530.wav,train,Footstep,Walk,Multi-shot,411768,https://freesound.org/people/LamaMakesMusic/sounds/411768/,LamaMakesMusic,"cardboard, footstep, jump, land, parquet, run, step, walk, wood, wooden",Recording Device: Tascam-DR40
04531.wav,train,Human,Sniffle,One-shot,346677,https://freesound.org/people/deleted_user_2104797/sounds/346677/,deleted_user_2104797,"cold, nose, sneeze, sneezing, sniff, sniffing, sniffle, sniffling",A good ol' sniff.
04532.wav,train,Human,EatDrink,Multi-shot,548367,https://freesound.org/people/Borgory/sounds/548367/,Borgory,"chew, chewing, cornflakes, crunch, eating, knuspern, munch, schnurpsen, snack",Recorded with T.bone SC440 Mono Sample Rate: 48.000
04533.wav,train,Human,Cough,One-shot,661669,https://freesound.org/people/tgerginov/sounds/661669/,tgerginov,"cought, male, smoker",Male smoker cough throat clearing
04534.wav,train,Clothing,ClothMovement,One-shot,778507,https://freesound.org/people/BlondPanda/sounds/778507/,BlondPanda,"cloth, foley, foot, footstep, jacket, jeans, pants, run, running, step, walk, wooshing","Foley of clothing, such as denim jeans, moving around during footsteps."
04535.wav,train,Footstep,Walk,Multi-shot,178845,https://freesound.org/s/178845/,j1987,"crumple, footstep, footsteps, snow, step, stereo, wind","Multiple snow footsteps, some wind."
04536.wav,train,Metal,CoinJingle,Multi-shot,809984,https://freesound.org/people/designerschoice/sounds/809984/,designerschoice,"dime, drop, foley, phone-recording, spin",A dime dropping and spinning.
04537.wav,train,Footstep,Walk,Multi-shot,397670,https://freesound.org/people/felix.blume/sounds/397670/,felix.blume,"atacama, bridge, chile, conchi, creaky, desert, feet, floor, foot, footstep, hardwood, ms, schoeps, squeak, squeaking, squeaky, step, vidaucto, walk, wood, wooden","In the desert of Atacama (north of Chile), walking on an old bridge, the Viaducto de Conchi. Recorded by a MS Setup Schoeps CCM41+CCM8 in a Zephyx Windscreen Recorder Sound Devices 633 Original Sound in Wave 96kHz 24bit Sound Ref: @CL-170713T05 More sounds on <a href=""http://www.felixblume.com/"" rel=""nofollow"">http://www.felixblume.com/</a>"
04538.wav,train,Human,Sneeze,One-shot,424949,https://freesound.org/people/blukotek/sounds/424949/,blukotek,"animal, dog, sneeze","Other places Recorder: ZOOM H2 / other portable device Software: Pro Tools / Audacity / Ocenaudio Your comments are greatly appreciated Cheers, Piotr Zaczek"
04539.wav,train,Liquid,LiquidShaking,Multi-shot,804497,https://freesound.org/people/simeonradivoev/sounds/804497/,simeonradivoev,"bottle, container, liquid, metal, slosh, steel, water",Raw recording of water sloshing in a stainless steel bottle. Can be used as inventory or foley sound.
04540.wav,train,Footstep,Walk,Multi-shot,341923,https://freesound.org/people/seth-m/sounds/341923/,seth-m,"feet, footstep, foot-steps, ice, shoes, snow, step, walk","Some walking in the snow. Loops seamlessly. Recorded with a Roland Edirol R-09HR and edited in Adobe Audition. If you use this sample, please tell me what you did with it below! Links are nice too."
04541.wav,train,Material-Interaction,PlasticRubbing,Multi-shot,447396,https://freesound.org/people/florianreichelt/sounds/447396/,florianreichelt,"apart, bag, crinkle, crumble, crumple, crumpling, crush, noise, paper, plastic, plastic-bag, ripping, rustle, sheet, tear, tearing, wrapping","We recorded this sound while our trip through Japan. You can watch the travel video about Tokyo HERE: <a href=""https://youtu.be/QcGmpWx4DXQ"" rel=""nofollow"">https://youtu.be/QcGmpWx4DXQ</a> You can use this sound in your Project regardless if it is commercial or non-commercial but it would be awesome if you could tag my instagram account somewhere in the description: <a href=""https://www.instagram.com/florianreichelt/"" rel=""nofollow"">https://www.instagram.com/florianreichelt/</a> ALL SOUND EFFECTS HAVE BEEN RECORDED WITH THE H4N Pro: <a href=""https://amzn.to/2PACYyR"" rel=""nofollow"">https://amzn.to/2PACYyR</a> Leave a comment and tell me for which project you used it!! :) By the way - have you guys already checked out my latest Travel Video about Japan? If not you should definitely watch it: <a href=""https://youtu.be/QcGmpWx4DXQ"" rel=""nofollow"">https://youtu.be/QcGmpWx4DXQ</a> The city, the people and the overall culture are absolutely outstanding and they inspire you to travel as well. Stock Footage isn't dead! Make 2000$/month via BlackBox! Register now: <a href=""http://bit.ly/StockBlackBox"" rel=""nofollow"">http://bit.ly/StockBlackBox</a>"
04542.wav,train,Metal,CoinJingle,Multi-shot,533776,https://freesound.org/people/keatonmarek/sounds/533776/,keatonmarek,"change, coin, coins, dime, nickel, penny, quarter",This is the sound of coins rubbing across a floor.
04543.wav,train,Liquid,Shower,One-shot,205088,https://freesound.org/s/205088/,jadend2,"household, shower, water",a shower running
04544.wav,train,Material-Interaction,WhiteboardWriting,One-shot,335934,https://freesound.org/people/newagesoup/sounds/335934/,newagesoup,"draw, drawing, dry-erase, foley, marker, pen, pencil, scribble, whiteboard, writing","Writing on a whiteboard. Cut up, EQ'd and compressed this sound: <a href=""http://freesound.org/people/edctrainer/sounds/251677/"" rel=""nofollow"">http://freesound.org/people/edctrainer/sounds/251677/</a>"
04545.wav,train,Metal,CoinJingle,Multi-shot,130105,https://freesound.org/people/iut_Paris8/sounds/130105/,iut_Paris8,"coins, falling, pour, sound-effects",Coins falling Save a first audio track = coins pour into a hand Save a second audio track = coin fell into a glass Project => Quick mix Normalize
04546.wav,train,Open/Close-Mechanism,DoorOpenClose,Multi-shot,736558,https://freesound.org/people/Kraftaggregat/sounds/736558/,Kraftaggregat,"close, closing, door, glass, handle, wood",Various closing sounds of a glass door Recorded on a Zoom H6
04547.wav,train,Footstep,Walk,Multi-shot,757485,https://freesound.org/people/IENBA/sounds/757485/,IENBA,"character, doll, dull, fabric, floor, foley, foot, footstep, game, light, mild, quiet, rug, run, shoe, soft, step, surface, toy, walk, wool",Recording of finger tips over different surfaces (mostly fabric) to recreate the footsteps of a small rug doll. Gear: Sennheiser MKH50 Zoom H4n Neumann TLM-103 Arturia Audiofuse
04548.wav,train,Footstep,Walk,Multi-shot,571947,https://freesound.org/people/Joao_Janz/sounds/571947/,Joao_Janz,"boots, dirt, foley, footstep, grass, ground, leather, microphone, paper, path, pathway, rubber, run, running, shoes, sound, stroll, strolling, styrofoam, tape, walk",Recorded with Rode NTG4+ Microphone. Processed with EQ and Denoiser.
04549.wav,train,Metal,KeyJingle,Multi-shot,430678,https://freesound.org/people/juanj105/sounds/430678/,juanj105,"break, glass, shatter",dropped some keys and chains
04550.wav,train,Click,SwitchToggle,Multi-shot,693942,https://freesound.org/people/samchitto/sounds/693942/,samchitto,"click, multimeter, press, rotary, short, switch",Turning a rotary switch on a multimeter. SM57 and M4.
04551.wav,train,Click,SwitchToggle,Multi-shot,523775,https://freesound.org/people/Sonoticai/sounds/523775/,Sonoticai,"flick, flicking, flip, flipping, light-switch, switch",Light Switch being flicked at a moderate speed.
04552.wav,train,Footstep,Walk,Multi-shot,350895,https://freesound.org/people/thaighaudio/sounds/350895/,thaighaudio,"creak, creaking, footstep, staircase, stairs, step, walk, wood",Walking up two flights of stairs in the stairwell of my circa 1920s apartment building. Take 1 of 2. Recorded using an Audio Technica AT-4022 microphone (with Rycote windshield) into a Tascam DR-40 recorder.
04553.wav,train,Click,Knock,Multi-shot,180147,https://freesound.org/people/TeamKill3r/sounds/180147/,TeamKill3r,"door, knock, nocking",A knocking on a door
04554.wav,train,Liquid,Toilet,Multi-shot,776530,https://freesound.org/people/frenkfurth/sounds/776530/,frenkfurth,"bathroom, drain, flush, running, shower, toilet, water, wc",Flush WC Toilete 3
04555.wav,train,Open/Close-Mechanism,DrawerOpenClose,Multi-shot,586511,https://freesound.org/people/sechavez3499/sounds/586511/,sechavez3499,"closing, desk, drawer",This is the sound of a desk drawer closing.
04556.wav,train,Metal,CoinJingle,Multi-shot,363090,https://freesound.org/people/TheWoodlandNomad/sounds/363090/,TheWoodlandNomad,"cash, coin, coins, dropped, game, money",An assortment of sounds made by dropping coins. Recorded on a Zoom H1.
04557.wav,train,Footstep,Walk,Multi-shot,517422,https://freesound.org/people/Antonio_Lai/sounds/517422/,Antonio_Lai,"bird, birds, footstep, forest, man, nature, spring, walk, wild, woods","Sound of footsteps in a small road in a wood. Near a small stream, recorded in May in the late afternoon in Olzai, Sardinia, Italy."
04558.wav,train,Footstep,Walk,Multi-shot,369640,https://freesound.org/people/SpliceSound/sounds/369640/,SpliceSound,"barefoot, footstep, hardwood, running, walk, wood","Walking barefoot on a wood floor, medium pace"
04559.wav,train,Footstep,Walk,Multi-shot,272252,https://freesound.org/people/sturmankin/sounds/272252/,sturmankin,"concrete, footstep, shoes, step, walk","Walking on concrete: woman's shoes. Recorded with a ZOOM H2 in a basement of a house, normalized with Audacity."
04560.wav,train,Footstep,Walk,Multi-shot,705748,https://freesound.org/people/felix.blume/sounds/705748/,felix.blume,"branch, desert, footstep, gravel, hum, pebble, road, sand, stepping, step, todossantos, twig, walk","Footsteps wearing sneakers stepping on sand, gravel pebble twig and branch in the desert with road hum Sound recorded by a MS setup Schoeps Microphone CCM41&amp;CCM8; Sound Devices 744T recorder MS is encoded in STEREO Left-Right Sound reference: KT_111117T008 Recorded in November 2011"
04561.wav,train,Clothing,ClothRubbing,Multi-shot,474724,https://freesound.org/people/ablekirby/sounds/474724/,ablekirby,"backpack, cloth, duffel, luggage, rub, scrape",close mic rough handling of luggage
04562.wav,train,Metal,CoinJingle,Multi-shot,533769,https://freesound.org/people/keatonmarek/sounds/533769/,keatonmarek,"change, coin, dime, money, nickel, penny, quarter",This is the sound of me sifting through a jar of coins.
04563.wav,train,Footstep,Walk,Multi-shot,404799,https://freesound.org/people/Svyato/sounds/404799/,Svyato,"foley, footstep, house, indoor, inside, shoes, stairs, wood",For foley. No treatment (just editing).
04564.wav,train,Human,Kiss,One-shot,429280,https://freesound.org/people/mateopkp8/sounds/429280/,mateopkp8,"beso, kiss, kissing",estos son audios echos(foley) para la clase audio uno en ingenieria en diseño de entretenimiento digital de la upb
04565.wav,train,Click,SwitchToggle,Multi-shot,631535,https://freesound.org/people/greatsoundstube/sounds/631535/,greatsoundstube,"click, desk, fan, off, switch",Desk fan being switched on and off
04566.wav,train,Human,EatDrink,Multi-shot,518049,https://freesound.org/people/GentlemanWalrus/sounds/518049/,GentlemanWalrus,"apple, crunch, eating, fruit, human, indoor, munch, sound",The sound of a hearty crunch into an apple
04567.wav,train,Click,SwitchToggle,Multi-shot,593974,https://freesound.org/people/mincedbeats/sounds/593974/,mincedbeats,"bedroom, click, flat, house, lamp, light, off, switch",On and off switch for a small bedroom lamp.
04568.wav,train,Human,EatDrink,Multi-shot,761925,https://freesound.org/people/FOSSarts/sounds/761925/,FOSSarts,"drinking, liquid, mug, slurping",Slurping up some tea from a large ceramic mug. Equipment: Zoom H1 essential
04569.wav,train,Human,Fart,Multi-shot,777067,https://freesound.org/people/frenkfurth/sounds/777067/,frenkfurth,"fart, farting, farts, fun, funny, gas, humor, rectal, rectum, voice",Fart after eating eggs
04570.wav,train,Human,EatDrink,Multi-shot,344586,https://freesound.org/people/vcspran/sounds/344586/,vcspran,"chewing, chips, crunchy, potato",Eating Potato chips out of bag
04571.wav,train,Break/Drop,GlassBreak,Multi-shot,233605,https://freesound.org/people/abstraktgeneriert/sounds/233605/,abstraktgeneriert,"agaxly, bottle, break, breaking, glass, shatter, smash, thin",Variation of the first breaking glass sound. Might be useful for glass (or thin bottle) thrown against a hard surface.
04572.wav,train,Metal,CoinJingle,Multi-shot,800063,https://freesound.org/people/CVLTIV8R/sounds/800063/,CVLTIV8R,"change, coin, coins, foley, jingle, jostle, perc, percusion, tap",coin foley coins change jingle tap jostle sfx fx percusion perc
04573.wav,train,Human,Cough,Multi-shot,466759,https://freesound.org/people/phatcorns/sounds/466759/,phatcorns,"acid, barney, belch, blurp, bubble, burp, disgusting, gross, gumble, gut, human, hunger, hungry, loud, stomach",A loud burp or belch. Sounds a lot like Barney Gumble.
04574.wav,train,Material-Interaction,PaperRubbing,Multi-shot,140463,https://freesound.org/people/afleetingspeck/sounds/140463/,afleetingspeck,"hands, marching, packaging, paper, rub, slide",The sound of a piece of packaging paper rubbing and sliding between hands. Also resembles a sort of a marching beat. Recorded using the sampler in Redrum in Propellerhead Reason 5. Equalizing used to get rid of noise and harsh frequencies and maximizer used to make sound audible. Recorded on 3 Jan 2012.
04575.wav,train,Footstep,Walk,Multi-shot,331446,https://freesound.org/people/ralph.whitehead/sounds/331446/,ralph.whitehead,"feet, floor, foot, footstep, ground, shoes, step, stepping, walk, wood, wooden-floor",Walking On A Wooden Floor
04576.wav,train,Break/Drop,MetalDrop,Multi-shot,489767,https://freesound.org/people/nickronk123/sounds/489767/,nickronk123,"bink, bonk, clank, clink, crash, drop, falling-metal, metal",Dropping a small metal chain.
04577.wav,train,Human,Burp,Multi-shot,643325,https://freesound.org/people/levi_cunha/sounds/643325/,levi_cunha,"arroto, arrotos, blurp, bubbles, burp, burps, disgusting, empty, human, hunger, hungry, stomach",--Arrotos_Burps--
04578.wav,train,Footstep,Walk,Multi-shot,263578,https://freesound.org/people/bassboybg/sounds/263578/,bassboybg,"foley, heels, step, walk",Recorded with Marantz pmd661 and oktava mk012 omnidirectional mic.
04579.wav,train,Footstep,Walk,Multi-shot,455068,https://freesound.org/people/audioninja001/sounds/455068/,audioninja001,"bridge, footstep, wood",Recorded with zoom h5 and sennheizer mk600
04580.wav,train,Metal,MetalScape,Multi-shot,391767,https://freesound.org/people/Alexbuk/sounds/391767/,Alexbuk,"metal, paper, sand, scrape",Some metal based sounds that we have recorded in the Digital Mixes studio in North Thailand that we are preparing for our sound database but thought we would share them with everyone. Hope you like them and find them useful.
04581.wav,train,Human,Sneeze,Multi-shot,616102,https://freesound.org/people/miguelpascucci/sounds/616102/,miguelpascucci,"human, male, man, mouth, sneeze, sneezing, unprocessed",Recorded with Sennheiser MKH60 and Zoom H4n
04582.wav,train,Human,Cough,One-shot,498741,https://freesound.org/people/16H_Panska_Andelova_Lucia/sounds/498741/,16H_Panska_Andelova_Lucia,,Panska CZ Czech
04583.wav,train,Click,Knock,Multi-shot,426372,https://freesound.org/people/pbharri/sounds/426372/,pbharri,"door, frantic, knock",Fast knocking on a door.
04584.wav,train,Open/Close-Mechanism,DoorSqueak,One-shot,588510,https://freesound.org/people/TampaJoey/sounds/588510/,TampaJoey,"close, closing, creak, creaking, door, gate, metal, old, open, squeak, squeaking",Metal door squeaking sound effect I made for a video game I developed. Free to use without restrictions for any project or purpose. Enjoy.
04585.wav,train,Click,Knock,Multi-shot,372917,https://freesound.org/people/NoAiOne/sounds/372917/,NoAiOne,"closed, door, knock, knocking, wood, wooden","Sound of Knocking Door, With a Pannning of Left & Right"
04586.wav,train,Human,Slurping,Multi-shot,817041,https://freesound.org/people/Vein_Adams/sounds/817041/,Vein_Adams,"drink, human, slurp, water",Recorded with a Tascam DR-05X. 44kHz 24bit. You can support my work by subscribing to my YouTube channel: <a href="https://www.youtube.com/@veinadams" rel="nofollow">https://www.youtube.com/@veinadams</a> I would also appreciate your rating and comments. Thank you!
04587.wav,train,Material-Interaction,PaperRubbing,Multi-shot,704733,https://freesound.org/people/jaymayhem/sounds/704733/,jaymayhem,"crumple, paper, rustle",Me rumbling a piece of paper.
04588.wav,train,Clothing,ClothRubbing,Multi-shot,702904,https://freesound.org/people/FALL-E/sounds/702904/,FALL-E,"ai-generated, cloth, fall-e, heavycloth, motion, movement, moving, rumbling","This sound was created using Gaudio Lab's Generative AI, FALL-E. Join FALL-E Waitlist at <a href=""https://forms.gle/B2HfLo7F9MT12kRPA"" rel=""nofollow"">https://forms.gle/B2HfLo7F9MT12kRPA</a> <a href=""https://www.gaudiolab.com/technology/fall-e"" rel=""nofollow"">https://www.gaudiolab.com/technology/fall-e</a> and, here is our website."
04589.wav,train,Clothing,ClothRubbing,One-shot,719963,https://freesound.org/people/Kinoton/sounds/719963/,Kinoton,"combat, foley, leather, soft","Combat foley of softly grabbing a leather jacket, 4 versions. Microphone: MKH 50 (Supercardioid)"
04590.wav,train,Footstep,Walk,Multi-shot,543930,https://freesound.org/people/walthamstow_walker/sounds/543930/,walthamstow_walker,"ambient, feet, foley, foot, footstep, london, mud, muddy, step, walk, walthamstow, water, wet","A second attempt at recording the deep mud I keep finding myself walking through each morning on Walthamstow marshes. This recording was made using a Sound Devices MixPre6ii and a stereo pair of FEL EM172 mics (connected to a bent wire clothes hanger and positioned about 30cm above my feet). Processing: Normalize -1.0db, Low cut filter 100Hz, Minor noise reduction to reduce background traffic/train noise. I do not require any credit or attribution. If any of these sounds have been of help, and you are feeling charitable, please do consider donating to Freesound to help keep the site running (a link is also on the home page). Any donations are greatly appreciated!"
04591.wav,train,Footstep,Walk,Multi-shot,170506,https://freesound.org/people/SpliceSound/sounds/170506/,SpliceSound,"footstep, linoleum, male, shoes, slow, sneaker, sneakers, tile, walk","Sneakers on tile, slow pace"
04592.wav,train,Footstep,Run,Multi-shot,682771,https://freesound.org/people/thomasanthony321/sounds/682771/,thomasanthony321,"footstep, pavement, running",Footsteps running along pavement.
04593.wav,train,Human,PunchHit,Multi-shot,442344,https://freesound.org/people/toddcircle/sounds/442344/,toddcircle,"cardboard, deep, punch, thud, tube, zoom",Recorded with Zoom H5 &amp; SGH-6 shotgun mic.
04594.wav,train,Open/Close-Mechanism,WindowOpenClose,Multi-shot,377488,https://freesound.org/people/13FPanska_Mokrolusky_Tomas/sounds/377488/,13FPanska_Mokrolusky_Tomas,"boat, ship, window",Opening windows on the boat
04595.wav,train,Metal,Knife,Multi-shot,706983,https://freesound.org/people/JesterWhoo/sounds/706983/,JesterWhoo,"knife, metal, sharpening, slowly",Dragging a knife slowly through a knife sharpener to capture the sound of the knife being sharpened. that could be used for a suspenseful Sene.
04596.wav,train,Liquid,LiquidShaking,Multi-shot,386436,https://freesound.org/people/giddster/sounds/386436/,giddster,"bottle, foley, plastic, slosh, sloshing, water",Water sloshing around in a plastic bottle. Recorded with a Zoom H1.
04597.wav,train,Metal,CoinJingle,Multi-shot,363090,https://freesound.org/people/TheWoodlandNomad/sounds/363090/,TheWoodlandNomad,"cash, coin, coins, dropped, game, money",An assortment of sounds made by dropping coins. Recorded on a Zoom H1.
04598.wav,train,Material-Interaction,TapePeel,One-shot,590291,https://freesound.org/people/MrFossy/sounds/590291/,MrFossy,"adhesive, crinkle, crinkling, docket, glue, glued, paper, pull, pulling, receipt, ripping, stick, sticker, sticky, stuck, tear, tearing",One of a series of foley recordings I made by sticking a piece of contact (sticky plastic of the kind you use to cover books) to a wall and tearing various household objects off it. The idea was to make a fairly comprehensive collection of rips and tears with varying timbral qualities that I could use to design UI sounds effects. Recorded with a Rode NT1 into a Universal Audio Arrow. This sound comes from a paper docket (called a receipt in US English).
04599.wav,train,Open/Close-Mechanism,DrawerOpenClose,Multi-shot,353622,https://freesound.org/people/zazz.sound.design/sounds/353622/,zazz.sound.design,"close, drawer, foley, open",Drawer Open/Close
04600.wav,train,Human,Cough,One-shot,646657,https://freesound.org/people/SoundDesignForYou/sounds/646657/,SoundDesignForYou,"cough, coughing, male","Male cough. DONATE: <a href=""https://www.paypal.com/paypalme/andrewweigh"" rel=""nofollow"">https://www.paypal.com/paypalme/andrewweigh</a> (I鈥檓 a student and would love to upgrade my audio gear, so if you like/download any of my audio then that would be greatly appreciated! No worries if not). Looking for more audio? Try: YouTube: <a href=""https://www.youtube.com/channel/UC8XeFGqlW-RRbZ0Up9V4m8w"" rel=""nofollow"">https://www.youtube.com/channel/UC8XeFGqlW-RRbZ0Up9V4m8w</a> Freesound: <a href=""https://freesound.org/people/SoundDesignStuff/"" rel=""nofollow"">https://freesound.org/people/SoundDesignStuff/</a>"
